Date,Sales Person,State,Product,Quantity
2025-05-11,Akarsh Upadhyay,Jammu and Kashmir,Thermal Printer,431
2025-08-28,Nayantara Ramakrishnan,Odisha,OCR Scanner,213
2025-03-01,Priyansh Maharaj,Haryana,Standard Keyboard,433
2025-01-12,Drishya Khatri,Andhra Pradesh,Foldable Keyboard,553
2025-06-12,Indrans Gera,Jammu and Kashmir,Graphic Pad,102
2025-08-14,Indranil Badami,Haryana,Standard Keyboard,310
2025-02-24,Mishti Behl,Tamil Nadu,Mouse,382
2025-02-13,Nayantara Banerjee,Himachal Pradesh,Mechanical Keyboard,339
2024-12-02,Nirvi Sankaran,Jammu and Kashmir,Laser Printer,333
2024-10-08,Madhav Batra,Andhra Pradesh,OMR Scanner,486
2025-05-05,Samaira Khanna,Kerala,OMR Scanner,529
2025-04-13,Tushar Saha,Telangana,Graphic Pad,105
2024-10-09,Aayush Ray,Gujarat,Mechanical Keyboard,221
2025-03-02,Hansh Sehgal,Kerala,Laser Printer,184
2024-11-22,Raghav Konda,Punjab,Mouse,154
2024-12-23,Jayesh Khalsa,Telangana,Laser Printer,386
2024-11-15,Vivaan Bora,Odisha,OMR Scanner,512
2024-12-20,Parinaaz Baria,Arunachal Pradesh,WebCam,298
2025-06-07,Dhanush Mangat,Uttar Pradesh,Laser Printer,375
2024-09-27,Bhamini Tripathi,Madhya Pradesh,WebCam,225
2024-09-24,Rati Sama,West Bengal,Foldable Keyboard,313
2024-09-23,Keya Kapoor,Maharashtra,Graphic Pad,268
2025-08-13,Ehsaan Gade,Kerala,Gaming Mouse,391
2024-10-16,Eshani Bora,Maharashtra,Flatbed Scanner,365
2025-05-04,Ahana  Banerjee,Karnataka,Mechanical Keyboard,383
2025-08-18,Rati Yohannan,Chhattisgarh,Flatbed Scanner,341
2025-01-30,Bhavin Devan,Rajasthan,Gaming Mouse,584
2025-02-09,Samarth Khurana,Madhya Pradesh,Gaming Mouse,402
2024-12-30,Jayesh Chana,Rajasthan,Graphic Pad,234
2025-04-15,Riaan Bhardwaj,Uttarakhand,Gaming Mouse,198
2024-09-29,Tara Barad,Haryana,Flatbed Scanner,177
2024-12-30,Anya Grover,Maharashtra,Standard Keyboard,113
2025-08-12,Nishith Cherian,Jammu and Kashmir,Graphic Pad,198
2025-05-23,Tushar Khosla,Andhra Pradesh,Mouse,436
2025-01-09,Samiha Sahota,Bihar,Foldable Keyboard,156
2025-06-29,Dishani Bansal,Uttarakhand,Mouse,100
2024-11-14,Nishith Chokshi,Maharashtra,Mouse,228
2024-11-23,Tushar Bhardwaj,Rajasthan,Gaming Mouse,130
2025-06-05,Ehsaan Subramanian,Himachal Pradesh,Mechanical Keyboard,414
2025-01-25,Sumer Mall,Arunachal Pradesh,Foldable Keyboard,341
2024-10-24,Stuvan Sen,Maharashtra,Standard Keyboard,261
2025-07-05,Vihaan Kapoor,Jammu and Kashmir,Standard Keyboard,333
2025-07-27,Gokul Setty,Assam,Gaming Mouse,314
2025-01-27,Lakshit Vaidya,Rajasthan,Mechanical Keyboard,569
2024-12-03,Aaryahi Virk,Assam,Gaming Mouse,182
2024-11-02,Lavanya Sarkar,Karnataka,Mouse,241
2025-06-10,Kaira Gupta,Odisha,OMR Scanner,413
2025-02-06,Neelofar Deo,Bihar,OCR Scanner,516
2025-01-17,Shayak Seth,Andhra Pradesh,WebCam,381
2025-02-17,Nirvaan Apte,Himachal Pradesh,Thermal Printer,181
2024-11-28,Renee Setty,Assam,Standard Keyboard,495
2024-09-19,Yasmin Luthra,Punjab,Graphic Pad,116
2025-08-16,Anahita Barad,Bihar,Gaming Mouse,155
2025-04-15,Riaan Dugar,Rajasthan,Standard Keyboard,441
2025-07-13,Ishita Bhatt,Assam,Laser Printer,534
2025-07-08,Tanya Vaidya,Telangana,Mouse,147
2024-09-29,Mehul Anne,Uttarakhand,Thermal Printer,576
2025-08-06,Anay Bhatnagar,Kerala,Thermal Printer,361
2025-03-05,Emir Dixit,Arunachal Pradesh,Flatbed Scanner,468
2024-12-14,Ayesha Singhal,Jammu and Kashmir,Mechanical Keyboard,333
2025-04-27,Umang D’Alia,Punjab,Standard Keyboard,512
2024-09-19,Madhup Manne,Tamil Nadu,Mechanical Keyboard,487
2025-02-24,Ivana Seshadri,Arunachal Pradesh,OCR Scanner,506
2025-06-20,Pihu Sibal,Kerala,Mouse,456
2025-06-08,Alia Randhawa,Madhya Pradesh,Standard Keyboard,105
2025-02-03,Armaan Goel,Rajasthan,Thermal Printer,256
2025-01-21,Shaan Kalita,Rajasthan,Flatbed Scanner,125
2025-08-05,Ira Rajagopal,Gujarat,Laser Printer,432
2025-06-29,Alia Sama,West Bengal,OMR Scanner,376
2024-10-13,Bhamini Dugar,West Bengal,Graphic Pad,259
2025-02-03,Samiha Sawhney,Gujarat,Mechanical Keyboard,510
2025-06-04,Eshani Dua,Arunachal Pradesh,Thermal Printer,330
2025-03-30,Aradhya Badami,Chhattisgarh,Standard Keyboard,152
2025-07-16,Riaan Chatterjee,Himachal Pradesh,Graphic Pad,511
2025-07-16,Dhanuk Chopra,Himachal Pradesh,Mechanical Keyboard,167
2024-09-08,Jivika Chada,Uttar Pradesh,Mechanical Keyboard,168
2025-08-30,Baiju Sethi,Andhra Pradesh,Mechanical Keyboard,578
2025-06-25,Sara Krishnan,Himachal Pradesh,Mechanical Keyboard,348
2025-03-19,Badal Chad,Gujarat,Flatbed Scanner,272
2024-09-28,Vritika Sheth,Odisha,Laser Printer,560
2025-01-07,Nehmat Golla,Uttar Pradesh,OMR Scanner,426
2025-03-13,Ritvik Handa,Maharashtra,Thermal Printer,454
2025-07-30,Inaaya  Subramaniam,Maharashtra,Thermal Printer,424
2024-11-17,Sahil Vasa,Maharashtra,Flatbed Scanner,170
2024-11-24,Vidur Gour,Chhattisgarh,WebCam,138
2025-03-26,Mamooty Chana,Tamil Nadu,OCR Scanner,279
2025-03-12,Lavanya Sehgal,Karnataka,Standard Keyboard,490
2024-11-04,Sahil Sekhon,Kerala,Standard Keyboard,307
2024-11-28,Dishani Rao,Chhattisgarh,Mouse,495
2024-09-27,Kavya Venkataraman,Bihar,Foldable Keyboard,194
2025-05-25,Hansh Tak,Chhattisgarh,Standard Keyboard,336
2025-03-02,Kismat Lalla,Telangana,WebCam,580
2025-01-27,Vritika Varma,Telangana,WebCam,484
2024-12-14,Adira Divan,Rajasthan,OCR Scanner,456
2024-12-31,Azad Hora,Odisha,Thermal Printer,130
2024-12-22,Indrajit Anand,Assam,Graphic Pad,544
2025-03-09,Kabir Chaudhuri,Rajasthan,Thermal Printer,212
2025-05-28,Arnav Kumer,Maharashtra,Graphic Pad,156
2025-08-29,Aaryahi Mangal,Uttarakhand,OMR Scanner,480
2025-01-08,Ryan Behl,Arunachal Pradesh,Standard Keyboard,490
2025-08-15,Navya Acharya,Tamil Nadu,WebCam,474
2025-01-17,Samaira Shere,Arunachal Pradesh,Laser Printer,440
2025-01-25,Mishti Sampath,Himachal Pradesh,Standard Keyboard,326
2024-11-03,Ela Venkataraman,Himachal Pradesh,Graphic Pad,301
2024-09-29,Sara Chopra,Himachal Pradesh,Mouse,510
2025-07-29,Ehsaan Gole,Haryana,WebCam,348
2024-10-12,Ranbir Brar,Assam,Foldable Keyboard,254
2025-05-06,Zeeshan Aurora,Arunachal Pradesh,OCR Scanner,514
2025-05-21,Mannat Krishnamurthy,Punjab,OMR Scanner,593
2024-12-21,Shalv Sachdev,Telangana,Flatbed Scanner,146
2025-05-31,Nakul Sura,Arunachal Pradesh,OMR Scanner,537
2025-08-24,Amira Bhandari,Arunachal Pradesh,WebCam,229
2025-01-16,Vidur Srinivas,Uttar Pradesh,Laser Printer,586
2025-04-13,Kismat Chaudhari,Kerala,Gaming Mouse,481
2025-05-17,Nirvaan Koshy,Kerala,OMR Scanner,218
2025-05-11,Kiara Srivastava,Chhattisgarh,OCR Scanner,443
2024-11-29,Mamooty Karan,Maharashtra,WebCam,552
2024-12-24,Samaira Chauhan,Punjab,OCR Scanner,354
2024-10-30,Jivin Borra,Karnataka,OMR Scanner,293
2025-06-25,Neelofar Baral,Assam,Mechanical Keyboard,483
2024-12-29,Ela Rastogi,Punjab,Standard Keyboard,265
2025-01-03,Tejas Halder,Jammu and Kashmir,Mechanical Keyboard,536
2024-11-08,Rasha Ratti,Bihar,Flatbed Scanner,112
2025-03-23,Kartik Dass,Jammu and Kashmir,Mouse,395
2025-08-27,Saksham Ahluwalia,Jammu and Kashmir,Mouse,229
2025-04-06,Tiya Sastry,Arunachal Pradesh,Graphic Pad,463
2025-05-14,Anay Vora,Tamil Nadu,WebCam,255
2024-09-28,Prerak Tripathi,Chhattisgarh,WebCam,410
2025-08-11,Aarna Ghosh,Uttar Pradesh,Gaming Mouse,101
2025-05-07,Madhav Srinivas,Assam,Thermal Printer,224
2024-09-13,Tiya Setty,Jammu and Kashmir,OCR Scanner,170
2025-02-06,Vaibhav Ahluwalia,Uttar Pradesh,Gaming Mouse,309
2025-01-12,Nirvi Saxena,Uttarakhand,Foldable Keyboard,125
2025-05-06,Vritika Bhandari,Chhattisgarh,Mechanical Keyboard,249
2025-01-22,Hunar Sani,Kerala,Gaming Mouse,597
2025-04-30,Sahil Lata,Himachal Pradesh,Mechanical Keyboard,411
2024-11-01,Neysa Garg,Karnataka,Laser Printer,211
2025-02-25,Oorja Saxena,Tamil Nadu,WebCam,253
2025-01-30,Aradhya Rau,West Bengal,Thermal Printer,399
2025-03-31,Siya Mall,Kerala,Foldable Keyboard,369
2024-09-20,Indrajit Doctor,Uttarakhand,OCR Scanner,473
2024-09-28,Adah Sura,Andhra Pradesh,Foldable Keyboard,154
2025-05-15,Akarsh Sethi,Chhattisgarh,Laser Printer,485
2024-10-01,Oorja Chad,Chhattisgarh,Standard Keyboard,194
2025-02-14,Taimur Comar,Arunachal Pradesh,Mouse,174
2024-12-26,Hansh Anne,Chhattisgarh,Flatbed Scanner,399
2025-08-05,Hazel Gola,Punjab,Flatbed Scanner,465
2024-12-13,Zoya Kulkarni,West Bengal,OCR Scanner,320
2024-10-06,Stuvan Bhargava,Himachal Pradesh,OMR Scanner,589
2024-11-21,Renee Gulati,Maharashtra,OCR Scanner,482
2024-09-30,Taran Dada,Rajasthan,Laser Printer,368
2025-03-19,Adira Vig,Tamil Nadu,Laser Printer,144
2024-09-28,Samar Sarkar,Kerala,Graphic Pad,267
2025-06-17,Rhea Butala,Odisha,Mechanical Keyboard,529
2024-12-21,Veer Ganesan,Bihar,Laser Printer,341
2024-11-24,Ira Kala,Bihar,Standard Keyboard,227
2025-05-03,Zain Gala,Kerala,Foldable Keyboard,350
2025-01-25,Krish Bail,Assam,WebCam,232
2025-06-30,Vaibhav Sachdev,Haryana,Thermal Printer,390
2025-04-11,Indrajit Choudhury,Gujarat,Thermal Printer,127
2025-07-26,Lagan Kapadia,Kerala,OCR Scanner,418
2024-09-11,Kanav Sodhi,Kerala,Foldable Keyboard,220
2025-02-17,Azad Roy,West Bengal,Foldable Keyboard,514
2024-09-26,Trisha Saran,West Bengal,Laser Printer,383
2024-10-31,Manikya Doctor,Arunachal Pradesh,Foldable Keyboard,294
2024-11-29,Khushi Lata,Haryana,Foldable Keyboard,480
2025-02-28,Amani Sant,Tamil Nadu,Standard Keyboard,486
2025-06-11,Fateh Kaul,Odisha,Thermal Printer,104
2024-11-04,Kismat Hayer,Arunachal Pradesh,Flatbed Scanner,327
2024-09-08,Yuvaan Shukla,Karnataka,Foldable Keyboard,395
2025-08-15,Ivana Sood,Uttar Pradesh,Foldable Keyboard,233
2025-08-05,Kiara Iyer,Uttar Pradesh,Mouse,114
2025-03-13,Vaibhav Agarwal,Gujarat,Flatbed Scanner,240
2025-03-31,Nayantara Walia,Odisha,OMR Scanner,211
2025-03-14,Stuvan Som,Tamil Nadu,OMR Scanner,459
2025-06-11,Siya Varkey,Haryana,OCR Scanner,142
2025-05-09,Jivika Sarma,Jammu and Kashmir,Mouse,390
2025-05-30,Hiran Bir,Uttar Pradesh,Foldable Keyboard,101
2025-07-21,Ehsaan Rastogi,Chhattisgarh,Laser Printer,256
2025-03-08,Urvi Borra,Telangana,Foldable Keyboard,500
2025-05-06,Reyansh Vora,Maharashtra,Foldable Keyboard,586
2025-02-01,Riaan Baria,Karnataka,Foldable Keyboard,160
2025-02-20,Bhamini Kashyap,Haryana,Standard Keyboard,306
2025-01-09,Vritika Kohli,Odisha,Mechanical Keyboard,409
2025-05-25,Ayesha Mander,Uttarakhand,OMR Scanner,150
2025-02-21,Kiara Dayal,Andhra Pradesh,Mechanical Keyboard,316
2025-03-30,Taimur Datta,Chhattisgarh,Graphic Pad,356
2025-08-16,Elakshi Bhatia,West Bengal,Mechanical Keyboard,119
2025-01-25,Amira Singh,Karnataka,Flatbed Scanner,213
2024-12-08,Ivana Mani,Himachal Pradesh,OCR Scanner,332
2025-05-05,Ivana Chadha,Tamil Nadu,Flatbed Scanner,426
2025-04-07,Rohan Gola,Jammu and Kashmir,Standard Keyboard,159
2024-12-10,Indranil Tak,Jammu and Kashmir,Foldable Keyboard,398
2025-03-19,Arnav Sani,Tamil Nadu,OMR Scanner,298
2024-12-09,Lakshay Ahuja,Jammu and Kashmir,OCR Scanner,221
2025-07-09,Urvi Dass,Chhattisgarh,Thermal Printer,204
2025-02-11,Arnav Uppal,Assam,OMR Scanner,511
2025-06-29,Anvi Sood,Chhattisgarh,Gaming Mouse,558
2024-12-22,Kashvi Gera,Kerala,Mechanical Keyboard,409
2024-12-16,Hridaan Vaidya,Rajasthan,Mouse,389
2025-07-12,Diya Bal,Rajasthan,Foldable Keyboard,209
2025-02-17,Aarush Malhotra,Tamil Nadu,Graphic Pad,225
2024-12-14,Diya Ahluwalia,Karnataka,Standard Keyboard,545
2024-12-12,Veer Bhatnagar,Uttar Pradesh,WebCam,208
2025-04-29,Ivan Chaudhuri,Maharashtra,Gaming Mouse,433
2024-12-15,Shayak Chowdhury,Karnataka,OCR Scanner,231
2025-08-08,Neysa Mahajan,Uttarakhand,Flatbed Scanner,593
2024-12-10,Tanya Rau,Haryana,Standard Keyboard,521
2025-03-12,Seher Chaudry,Assam,Standard Keyboard,539
2025-01-29,Tiya Wadhwa,Telangana,OMR Scanner,574
2024-12-30,Lakshay Gole,Bihar,Flatbed Scanner,569
2025-08-05,Nehmat Mahajan,Andhra Pradesh,Graphic Pad,417
2025-06-30,Jayant Krishnan,Uttarakhand,Standard Keyboard,162
2025-09-01,Indranil Maharaj,Gujarat,Foldable Keyboard,163
2025-03-31,Indrajit Golla,Uttar Pradesh,Foldable Keyboard,298
2024-09-26,Anahi Sastry,Kerala,Mouse,394
2024-11-23,Kashvi Chahal,Andhra Pradesh,Standard Keyboard,453
2024-10-25,Aniruddh Gaba,Telangana,Mechanical Keyboard,524
2024-12-12,Eva Dewan,Madhya Pradesh,Mouse,292
2025-08-16,Kanav Loyal,Andhra Pradesh,Mechanical Keyboard,569
2024-11-30,Adira Ahluwalia,Bihar,OCR Scanner,554
2025-08-09,Gatik Kale,Himachal Pradesh,Thermal Printer,445
2025-08-24,Vidur Kapadia,Arunachal Pradesh,Standard Keyboard,595
2025-03-21,Yasmin Jaggi,West Bengal,Mouse,134
2024-12-20,Faiyaz Sankar,Kerala,Flatbed Scanner,131
2024-10-27,Ira Bajaj,Jammu and Kashmir,Laser Printer,204
2024-12-16,Saanvi Kulkarni,Tamil Nadu,Thermal Printer,522
2024-10-31,Bhamini Dara,Kerala,Laser Printer,465
2025-05-25,Divij Gokhale,Tamil Nadu,WebCam,212
2025-07-05,Arhaan Shroff,Tamil Nadu,Laser Printer,174
2025-02-02,Zara Vaidya,Karnataka,Gaming Mouse,377
2025-01-01,Tarini D’Alia,Odisha,Mouse,236
2024-12-30,Navya Saini,Rajasthan,Foldable Keyboard,373
2025-02-11,Shanaya Saini,Chhattisgarh,Mechanical Keyboard,300
2025-06-28,Pranay Saraf,Maharashtra,WebCam,458
2025-04-15,Shanaya Sekhon,Haryana,Flatbed Scanner,311
2025-05-19,Devansh Bhat,Jammu and Kashmir,Thermal Printer,478
2025-05-27,Jivin Rao,Jammu and Kashmir,Thermal Printer,488
2025-05-02,Sahil Tella,Tamil Nadu,Mouse,159
2025-07-08,Nayantara Chatterjee,Arunachal Pradesh,Laser Printer,448
2024-10-16,Misha Gupta,Jammu and Kashmir,Standard Keyboard,128
2024-12-10,Alisha Ramaswamy,Rajasthan,Graphic Pad,294
2024-12-31,Vardaniya Khanna,Jammu and Kashmir,Foldable Keyboard,355
2025-02-07,Faiyaz Sharma,Kerala,OMR Scanner,185
2025-01-14,Dhanuk Dani,Bihar,Flatbed Scanner,285
2025-02-26,Lakshay Raju,Maharashtra,OMR Scanner,125
2025-05-30,Ryan Shenoy,Odisha,Standard Keyboard,529
2025-07-21,Renee Guha,Assam,Laser Printer,222
2025-04-08,Elakshi Chakraborty,Andhra Pradesh,Flatbed Scanner,242
2025-08-26,Nishith Agate,Gujarat,OCR Scanner,572
2025-02-13,Khushi Bhargava,Andhra Pradesh,Foldable Keyboard,525
2024-10-01,Hrishita Tank,West Bengal,Standard Keyboard,374
2024-10-08,Mehul Bassi,Odisha,Foldable Keyboard,180
2025-05-21,Veer Lala,Chhattisgarh,Gaming Mouse,573
2024-11-18,Samarth Bhardwaj,Chhattisgarh,OCR Scanner,341
2025-03-04,Dharmajan Kuruvilla,Uttarakhand,Mechanical Keyboard,261
2025-03-07,Purab Saxena,Andhra Pradesh,OMR Scanner,390
2024-11-28,Aradhya Gopal,Kerala,Thermal Printer,372
2025-04-05,Dishani Wagle,Kerala,Laser Printer,211
2025-06-22,Hunar Golla,Arunachal Pradesh,WebCam,176
2025-04-27,Tushar Bala,Andhra Pradesh,OCR Scanner,227
2025-01-27,Indrans Sampath,Uttar Pradesh,Flatbed Scanner,255
2025-06-29,Advik Acharya,Haryana,WebCam,207
2024-12-08,Nakul Dada,Odisha,Flatbed Scanner,459
2024-10-12,Diya Sani,Punjab,Mechanical Keyboard,549
2025-08-17,Seher Krish,Arunachal Pradesh,Foldable Keyboard,445
2025-03-03,Hiran Sidhu,Madhya Pradesh,OCR Scanner,222
2025-08-11,Myra Singh,Rajasthan,Gaming Mouse,381
2025-08-26,Heer Desai,Jammu and Kashmir,OCR Scanner,590
2024-12-19,Kavya Contractor,Andhra Pradesh,Flatbed Scanner,448
2024-11-27,Tarini Dar,Punjab,Mouse,522
2024-09-11,Yashvi Choudhury,Haryana,Mechanical Keyboard,269
2025-07-19,Damini Balay,Uttarakhand,Mechanical Keyboard,407
2024-12-24,Vritika Sridhar,Rajasthan,Flatbed Scanner,101
2025-04-14,Ivan Raja,Haryana,Gaming Mouse,559
2025-03-31,Sahil Madan,Bihar,Mouse,363
2025-08-25,Kabir Vora,Odisha,Flatbed Scanner,353
2025-02-09,Dhanush Chaudhari,Andhra Pradesh,Gaming Mouse,207
2025-05-12,Vaibhav Goswami,Bihar,WebCam,236
2025-05-17,Yuvraj  Dora,Arunachal Pradesh,Flatbed Scanner,403
2025-08-01,Bhavin Chad,Kerala,Thermal Printer,448
2025-06-14,Hiran Luthra,Jammu and Kashmir,Laser Printer,159
2025-03-11,Ivana Balan,Maharashtra,Thermal Printer,416
2025-09-02,Indranil Raj,Maharashtra,Standard Keyboard,173
2025-08-04,Vihaan Mander,Assam,WebCam,198
2025-06-30,Charvi Singh,Andhra Pradesh,Flatbed Scanner,131
2024-10-01,Kashvi Sankar,Assam,Graphic Pad,352
2024-09-12,Ela Sengupta,Uttarakhand,Flatbed Scanner,314
2024-12-07,Farhan Kuruvilla,Uttar Pradesh,Mechanical Keyboard,591
2025-08-25,Vidur Bali,Gujarat,Standard Keyboard,417
2025-07-11,Lavanya Kala,Odisha,OCR Scanner,200
2025-03-14,Vanya Rout,West Bengal,Mouse,552
2024-09-17,Kashvi Varma,Madhya Pradesh,WebCam,169
2025-02-15,Divij Bera,Odisha,Mouse,321
2025-07-05,Oorja Bumb,Himachal Pradesh,Mouse,589
2024-11-22,Lagan Kamdar,Haryana,Standard Keyboard,489
2025-07-14,Saira Goyal,Uttar Pradesh,Mouse,353
2025-05-17,Ira Mandal,Chhattisgarh,Flatbed Scanner,291
2025-05-14,Krish Sen,Jammu and Kashmir,Gaming Mouse,442
2025-03-14,Adah Dugar,Assam,Foldable Keyboard,349
2025-08-08,Neysa Bala,Odisha,Graphic Pad,298
2025-04-22,Hiran Gopal,Himachal Pradesh,Foldable Keyboard,244
2025-03-12,Renee Kata,Uttar Pradesh,Mouse,102
2024-11-21,Hiran Wason,Rajasthan,Standard Keyboard,222
2025-06-30,Nitya Kade,Assam,Standard Keyboard,517
2025-05-23,Tushar Mandal,Chhattisgarh,Flatbed Scanner,595
2025-03-11,Mishti Din,Tamil Nadu,Flatbed Scanner,518
2025-05-11,Ivana Gour,Uttar Pradesh,Graphic Pad,448
2025-02-21,Ryan Krishnamurthy,Maharashtra,Mouse,130
2025-02-18,Akarsh Babu,Bihar,WebCam,165
2025-02-20,Sahil Chaudhuri,Andhra Pradesh,Gaming Mouse,321
2024-11-14,Piya Chhabra,Chhattisgarh,Flatbed Scanner,255
2024-10-22,Yasmin Bava,Maharashtra,WebCam,468
2025-01-13,Mamooty Seshadri,Punjab,Foldable Keyboard,599
2025-02-11,Anahi Raman,Jammu and Kashmir,Mouse,216
2025-01-27,Madhup Brar,Odisha,WebCam,160
2025-02-12,Umang Dhar,Telangana,WebCam,410
2025-06-04,Zara Shan,Gujarat,OMR Scanner,100
2025-06-12,Ojas Thaker,Maharashtra,Mouse,177
2025-07-20,Vanya Mall,Odisha,WebCam,496
2025-07-21,Ryan Sangha,Assam,Thermal Printer,216
2025-04-08,Sahil Hari,Rajasthan,OMR Scanner,359
2024-09-28,Sana Warrior,Karnataka,Thermal Printer,435
2024-10-10,Amira Rana,Tamil Nadu,Thermal Printer,125
2025-01-11,Farhan Keer,Himachal Pradesh,Thermal Printer,369
2025-05-22,Aradhya Chander,Uttar Pradesh,Thermal Printer,118
2025-03-04,Elakshi Malhotra,Arunachal Pradesh,Thermal Printer,590
2025-05-09,Vaibhav Sabharwal,Madhya Pradesh,Foldable Keyboard,315
2025-05-06,Nehmat Ravi,Bihar,Foldable Keyboard,278
2025-06-28,Damini Rajagopalan,Assam,Mouse,409
2025-07-23,Shamik Madan,Assam,Mechanical Keyboard,456
2024-12-20,Manjari Devan,Himachal Pradesh,Mouse,132
2024-12-14,Nirvaan Jaggi,Bihar,Standard Keyboard,224
2024-12-30,Jhanvi Bose,Chhattisgarh,Laser Printer,489
2024-12-14,Neelofar Handa,Uttarakhand,Thermal Printer,556
2025-04-28,Purab Chacko,Jammu and Kashmir,Mouse,464
2025-01-16,Indranil Sridhar,Madhya Pradesh,Foldable Keyboard,138
2025-05-08,Dhanuk Chokshi,Andhra Pradesh,Foldable Keyboard,549
2025-02-16,Hrishita Raman,Punjab,Thermal Printer,155
2025-03-27,Eshani Kade,Jammu and Kashmir,Gaming Mouse,210
2024-12-19,Hiran Bera,Assam,OMR Scanner,465
2024-10-13,Mishti Sant,Chhattisgarh,Flatbed Scanner,342
2025-08-22,Vihaan Sibal,West Bengal,Standard Keyboard,274
2024-10-07,Saksham Guha,Rajasthan,Laser Printer,580
2025-07-01,Vivaan Sengupta,Karnataka,Thermal Printer,205
2025-07-02,Gatik Babu,Assam,Thermal Printer,243
2025-05-04,Rania Bera,Kerala,Thermal Printer,275
2025-03-06,Vihaan Comar,Bihar,Graphic Pad,539
2024-12-06,Krish Sama,Telangana,Mechanical Keyboard,173
2025-08-10,Sahil Sengupta,Odisha,Graphic Pad,585
2024-12-17,Divit Kibe,Haryana,OCR Scanner,280
2025-05-21,Charvi Shenoy,Gujarat,Standard Keyboard,472
2025-05-11,Pihu Subramaniam,Karnataka,Flatbed Scanner,378
2025-02-22,Priyansh Bumb,Telangana,WebCam,110
2025-04-18,Umang Sachdev,Chhattisgarh,Thermal Printer,395
2024-09-18,Gatik Ratta,Bihar,Mouse,362
2025-02-23,Tarini Sahni,Punjab,Laser Printer,290
2024-12-03,Vritika Rana,Odisha,Mouse,103
2025-05-21,Rati Sharma,Arunachal Pradesh,OCR Scanner,208
2025-02-20,Mamooty Sarna,Madhya Pradesh,Thermal Printer,161
2024-11-03,Dharmajan D’Alia,Madhya Pradesh,Standard Keyboard,174
2025-04-30,Hridaan Bakshi,Himachal Pradesh,Laser Printer,560
2025-06-25,Aaryahi Dewan,Arunachal Pradesh,Standard Keyboard,303
2025-07-27,Navya Vohra,Uttarakhand,Standard Keyboard,274
2024-10-20,Ivan Vohra,Bihar,WebCam,506
2024-11-24,Hiran Ganguly,Rajasthan,Thermal Printer,572
2025-08-18,Vritika Ganesan,Arunachal Pradesh,OMR Scanner,343
2025-04-30,Kaira Singh,Madhya Pradesh,OCR Scanner,498
2024-09-06,Kartik Sinha,Odisha,Mechanical Keyboard,494
2025-08-05,Indrans Sem,Karnataka,Graphic Pad,156
2024-10-22,Aarush Shan,Rajasthan,Mechanical Keyboard,526
2025-05-05,Gatik Bhargava,West Bengal,Laser Printer,176
2025-08-24,Shalv Hayre,Tamil Nadu,Flatbed Scanner,117
2025-07-20,Diya Shankar,Arunachal Pradesh,Mechanical Keyboard,134
2025-08-18,Pari Bhargava,Rajasthan,Laser Printer,555
2025-03-10,Shanaya Mangal,West Bengal,Foldable Keyboard,446
2024-11-14,Heer Sane,Tamil Nadu,WebCam,146
2025-02-04,Ojas Seth,Jammu and Kashmir,WebCam,597
2024-11-25,Charvi Date,Kerala,Gaming Mouse,402
2025-01-31,Vidur Sura,Bihar,OCR Scanner,422
2024-12-18,Kaira Johal,Arunachal Pradesh,Standard Keyboard,310
2024-12-05,Hunar Chaudhary,Odisha,Graphic Pad,327
2025-02-05,Misha Mangal,Punjab,Foldable Keyboard,509
2025-04-07,Shanaya Rajagopal,Jammu and Kashmir,Foldable Keyboard,351
2025-01-23,Vritika Gola,Uttarakhand,Graphic Pad,520
2025-01-26,Shanaya Lall,Jammu and Kashmir,OMR Scanner,172
2025-05-20,Stuvan Khalsa,Gujarat,Flatbed Scanner,177
2025-06-03,Jhanvi Kapoor,Odisha,Flatbed Scanner,229
2025-03-02,Ehsaan Baria,Himachal Pradesh,Standard Keyboard,308
2024-10-10,Shlok Kakar,Uttarakhand,Mechanical Keyboard,470
2024-12-06,Faiyaz Bandi,Arunachal Pradesh,Thermal Printer,528
2025-06-02,Akarsh Dalal,Himachal Pradesh,OMR Scanner,529
2025-05-22,Azad Vig,Chhattisgarh,Graphic Pad,303
2025-04-18,Samaira Doctor,Maharashtra,Thermal Printer,391
2025-04-22,Indrans Uppal,Chhattisgarh,Laser Printer,395
2024-12-21,Tushar Agrawal,Telangana,OCR Scanner,508
2025-08-31,Kismat Khare,Bihar,OCR Scanner,313
2025-05-28,Aayush Ramanathan,Gujarat,Mechanical Keyboard,482
2024-10-28,Rati Shukla,Maharashtra,Laser Printer,131
2024-12-13,Kashvi Yohannan,Himachal Pradesh,OMR Scanner,111
2025-08-02,Shlok Bawa,Kerala,WebCam,344
2025-06-07,Chirag Kalita,Karnataka,Gaming Mouse,331
2025-01-06,Jiya Khare,Maharashtra,Foldable Keyboard,190
2025-02-18,Yasmin Goswami,Bihar,Mechanical Keyboard,435
2025-06-08,Saksham Ramaswamy,Kerala,Laser Printer,504
2025-02-07,Aarav Raman,Rajasthan,Graphic Pad,459
2024-11-12,Ivana Dugar,Rajasthan,Mouse,463
2025-03-16,Saanvi Borde,Kerala,Mouse,317
2024-11-23,Ivan Bora,Chhattisgarh,Gaming Mouse,453
2025-04-26,Damini Mall,Uttarakhand,Mechanical Keyboard,166
2024-10-24,Kiara Khare,Tamil Nadu,OMR Scanner,267
2025-05-30,Shanaya Zachariah,Rajasthan,Mouse,278
